nodeID, x_location, y_location, parentID, parent_x_location, parent_y_location
345, 84.63036, 38.20409, 257, 85.737404, 34.79157
854, 80.85707, 34.272064, 257, 85.737404, 34.79157
866, 83.088646, 37.575817, 257, 85.737404, 34.79157
292, 83.13598, 36.111294, 490, 86.42547, 34.24214
854, 80.85707, 34.272064, 490, 86.42547, 34.24214
286, 89.91564, 82.6199, 163, 85.57719, 79.67514
419, 89.97098, 80.62926, 163, 85.57719, 79.67514
612, 88.44227, 2.614645, 701, 86.21874, 1.284575
172, 89.87985, 0.997739, 701, 86.21874, 1.284575
435, 89.893974, 2.285962, 701, 86.21874, 1.284575
777, 88.552124, 6.353789, 701, 86.21874, 1.284575
113, 90.17737, 5.221138, 701, 86.21874, 1.284575
984, 92.23381, 2.925849, 701, 86.21874, 1.284575
36, 90.4722, 74.16291, 190, 85.66565, 78.10845
419, 89.97098, 80.62926, 190, 85.66565, 78.10845
490, 86.42547, 34.24214, 847, 87.091255, 34.28037
257, 85.737404, 34.79157, 847, 87.091255, 34.28037
404, 89.42357, 36.19327, 847, 87.091255, 34.28037
488, 87.6351, 37.53323, 847, 87.091255, 34.28037
696, 87.61843, 37.640957, 847, 87.091255, 34.28037
215, 86.15958, 38.333992, 847, 87.091255, 34.28037
592, 88.522, 38.256947, 847, 87.091255, 34.28037
360, 91.18898, 35.462284, 847, 87.091255, 34.28037
898, 86.39376, 36.39462, 847, 87.091255, 34.28037
901, 90.183136, 35.080208, 847, 87.091255, 34.28037
204, 74.61849, 71.46429, 571, 80.0623, 74.65514
473, 76.03433, 72.02624, 571, 80.0623, 74.65514
38, 83.372894, 70.08922, 571, 80.0623, 74.65514
957, 75.287415, 71.04557, 571, 80.0623, 74.65514
282, 81.598724, 25.652802, 989, 82.07503, 24.894667
593, 79.45894, 27.145292, 989, 82.07503, 24.894667
827, 77.72324, 26.245747, 989, 82.07503, 24.894667
452, 87.54136, 10.449967, 34, 87.09022, 15.840608
644, 90.843834, 13.866188, 34, 87.09022, 15.840608
767, 91.54766, 12.022859, 34, 87.09022, 15.840608
662, 81.131744, 99.13069, 294, 75.783875, 98.60981
282, 81.598724, 25.652802, 983, 83.11886, 23.9176
593, 79.45894, 27.145292, 983, 83.11886, 23.9176
827, 77.72324, 26.245747, 983, 83.11886, 23.9176
81, 82.821526, 88.08472, 518, 83.27543, 82.38166
206, 86.08273, 85.8691, 518, 83.27543, 82.38166
377, 83.70063, 86.37656, 518, 83.27543, 82.38166
505, 92.268524, 17.92095, 394, 87.04754, 16.527744
644, 90.843834, 13.866188, 394, 87.04754, 16.527744
490, 86.42547, 34.24214, 561, 84.9682, 29.759567
847, 87.091255, 34.28037, 561, 84.9682, 29.759567
257, 85.737404, 34.79157, 561, 84.9682, 29.759567
355, 82.44994, 34.63095, 561, 84.9682, 29.759567
593, 79.45894, 27.145292, 561, 84.9682, 29.759567
811, 79.56416, 29.355558, 561, 84.9682, 29.759567
